hhcode,sec,fortnightly,food,s12bq03,s12bq04,s12bq05,s12bq06,s12bq07,s12bq08,Totalincome,Region,Province,hhsize,Real_income,,
14510200210,BSB,1875,48750,2307,27684,1030,12360,60170,60170,148964,urban,Punjab,4,46844.02516,,
14510200211,BSB,3907,101582,4210,50520,710,8520,13200,13200,173822,urban,Punjab,5,54661.00629,,
14510200212,BSB,1404,36504,3556,42672,1100,13200,22000,22000,114376,urban,Punjab,6,35967.2956,,
14510200301,BSB,1564,40664,3590,43080,1250,15000,12520,12520,111264,urban,Punjab,8,34988.67925,,
14510200303,BSB,1292,33592,3138,37656,450,5400,7840,7840,84488,urban,Punjab,4,26568.55346,,
14510200304,BSB,1555,40430,4299,51588,950,11400,14515,14515,117933,urban,Punjab,7,37085.84906,,
14510200305,BSB,2819,73294,6657,79884,7070,84840,55670,55670,293688,urban,Punjab,6,92354.71698,,
14510200306,BSB,2249,58474,5087,61044,1500,18000,15130,15130,152648,urban,Punjab,8,48002.51572,,
14510200308,BSB,3275,85150,3680,44160,1350,16200,19500,19500,165010,urban,Punjab,5,51889.93711,,
14510200309,BSB,2998,77948,7015,84180,2100,25200,125310,125310,312638,urban,Punjab,8,98313.83648,,
14510200310,BSB,3902,101452,8200,98400,1400,16800,68900,68900,285552,urban,Punjab,7,89796.22642,,
14510200311,BSB,5957,154882,8126,97512,4200,50400,114670,114670,417464,urban,Punjab,14,131277.9874,,
14510200312,BSB,1969,51194,3613,43356,400,4800,18215,18215,117565,urban,Punjab,6,36970.12579,,
14510300101,BSB,1450,37700,4756,57072,1250,15000,27470,27470,137242,urban,Punjab,6,43157.86164,,
14510300102,BSB,2122,55172,10399,124788,550,6600,28020,28020,214580,urban,Punjab,14,67477.98742,,
14510300103,BSB,4217,109642,5323,63876,3300,39600,62200,62200,275318,urban,Punjab,7,86577.98742,,
14510300104,BSB,1623,42198,4245,50940,4450,53400,87400,87400,233938,urban,Punjab,5,73565.40881,,
14510300105,BSB,1418,36868,6420,77040,2400,28800,18290,18290,160998,urban,Punjab,8,50628.30189,,
14510300106,BSB,2901,75426,7039,84468,1550,18600,80000,80000,258494,urban,Punjab,5,81287.42138,,
14510300107,BSB,2899,75374,3887,46644,5200,62400,52800,52800,237218,urban,Punjab,3,74596.85535,,
14510300108,BSB,1118,29068,4284,51408,650,7800,7130,7130,95406,urban,Punjab,4,30001.88679,,
14510300109,BSB,1069,27794,5650,67800,3100,37200,35200,35200,167994,urban,Punjab,8,52828.30189,,
14510300110,BSB,2984,77584,2873,34476,2340,28080,402500,402500,542640,urban,Punjab,5,170641.5094,,
14510300111,BSB,726,18876,4072,48864,200,2400,12350,12350,82490,urban,Punjab,4,25940.25157,,
14510300112,BSB,6130,159380,7380,88560,4260,51120,633820,633820,932880,urban,Punjab,3,293358.4906,,
14510300202,BSB,3135,81510,10257,123084,3050,36600,56900,56900,298094,urban,Punjab,7,93740.25157,,
14510300203,BSB,2809,73034,6510,78120,2050,24600,39800,39800,215554,urban,Punjab,5,67784.27673,,
14510300204,BSB,1542,40092,6615,79380,2400,28800,30500,30500,178772,urban,Punjab,6,56217.61006,,
14510300205,BSB,1797,46722,6902,82824,3220,38640,30930,30930,199116,urban,Punjab,6,62615.09434,,
14510300206,BSB,1784,46384,4676,56112,3320,39840,20000,20000,162336,urban,Punjab,6,51049.0566,,
14510300207,BSB,4086,106236,9981,119772,9320,111840,46210,46210,384058,urban,Punjab,6,120772.956,,
14510300208,BSB,2783,72358,10597,127164,3100,37200,57300,57300,294022,urban,Punjab,11,92459.74843,,
14510300209,BSB,2602,67652,5980,71760,700,8400,36850,36850,184662,urban,Punjab,3,58069.81132,,
14510300212,BSB,2976,77376,7464,89568,2470,29640,51800,51800,248384,urban,Punjab,4,78108.1761,,
14510300301,BSB,1343,34918,3516,42192,150,1800,18970,18970,97880,urban,Punjab,5,30779.87421,,
14510300302,BSB,2640,68640,3952,47424,2430,29160,10460,10460,155684,urban,Punjab,5,48957.2327,,
14510300303,BSB,3850,100100,4273,51276,2455,29460,61710,61710,242546,urban,Punjab,4,76272.32704,,
14510300304,BSB,2252,58552,5728,68736,280,3360,20370,20370,151018,urban,Punjab,6,47489.93711,,
14510300305,BSB,1762,45812,4185,50220,480,5760,73350,73350,175142,urban,Punjab,6,55076.10063,,
14510300306,BSB,2156,56056,3563,42756,1400,16800,17690,17690,133302,urban,Punjab,5,41918.86792,,
14510300307,BSB,1192,30992,2159,25908,190,2280,1950,1950,61130,urban,Punjab,4,19223.27044,,
14510300308,BSB,901,23426,4420,53040,6100,73200,15885,15885,165551,urban,Punjab,9,52060.06289,,
14510300309,BSB,1900,49400,5740,68880,1600,19200,95350,95350,232830,urban,Punjab,7,73216.98113,,
14510300310,BSB,1964,51064,4744,56928,1800,21600,11360,11360,140952,urban,Punjab,7,44324.5283,,
14510300311,BSB,3742,97292,4215,50580,1500,18000,25300,25300,191172,urban,Punjab,4,60116.98113,,
14510300312,BSB,1295,33670,3750,45000,380,4560,9250,9250,92480,urban,Punjab,7,29081.76101,,
14510400101,BSB,2159,56134,5317,63804,2000,24000,60020,60020,203958,urban,Punjab,7,64137.73585,,
14510400102,BSB,2903,75478,6635,79620,1360,16320,48620,48620,220038,urban,Punjab,8,69194.33962,,
14510400103,BSB,2844,73944,8792,105504,3400,40800,121150,121150,341398,urban,Punjab,8,107357.8616,,
14510400104,BSB,3561,92586,6672,80064,1600,19200,47520,47520,239370,urban,Punjab,8,75273.58491,,
14510400106,BSB,1219,31694,2518,30216,400,4800,9106,9106,75816,urban,Punjab,3,23841.50943,,
14510400107,BSB,1510,39260,6915,82980,1150,13800,26470,26470,162510,urban,Punjab,8,51103.77358,,
14510400108,BSB,2538,65988,4886,58632,950,11400,45250,45250,181270,urban,Punjab,6,57003.14465,,
14510400109,BSB,997,25922,4867,58404,60,720,9180,9180,94226,urban,Punjab,7,29630.81761,,
14510400110,BSB,1328,34528,4962,59544,1600,19200,52350,52350,165622,urban,Punjab,6,52082.38994,,
14510400111,BSB,886,23036,3739,44868,860,10320,9930,9930,88154,urban,Punjab,5,27721.38365,,
14510400112,BSB,1551,40326,4419,53028,950,11400,16520,16520,121274,urban,Punjab,5,38136.47799,,
14510400201,BSB,2127,55302,6560,78720,2050,24600,38310,38310,196932,urban,Punjab,4,61928.30189,,
14510400202,BSB,2181,56706,4168,50016,1500,18000,36010,36010,160732,urban,Punjab,2,50544.65409,,
14510400203,BSB,3202,83252,9631,115572,1085,13020,148050,148050,359894,urban,Punjab,5,113174.2138,,
14510400204,BSB,3495,90870,4075,48900,3000,36000,29170,29170,204940,urban,Punjab,6,64446.54088,,
14510400205,BSB,1208,31408,4409,52908,660,7920,15380,15380,107616,urban,Punjab,2,33841.50943,,
14510400207,BSB,1885,49010,3855,46260,800,9600,43700,43700,148570,urban,Punjab,7,46720.12579,,
14510400208,BSB,1881,48906,4725,56700,2400,28800,55700,55700,190106,urban,Punjab,8,59781.76101,,
14510400210,BSB,1261,32786,3015,36180,1000,12000,10865,10865,91831,urban,Punjab,5,28877.67296,,
14510400211,BSB,1513,39338,4775,57300,900,10800,35780,35780,143218,urban,Punjab,4,45037.10692,,
14510400212,BSB,2440,63440,3995,47940,1550,18600,25750,25750,155730,urban,Punjab,6,48971.69811,,
14510400301,BSB,994,25844,4893,58716,650,7800,8920,8920,101280,urban,Punjab,7,31849.0566,,
14510400302,BSB,1579,41054,4278,51336,790,9480,23600,23600,125470,urban,Punjab,5,39455.97484,,
14510400303,BSB,738,19188,3378,40536,950,11400,9580,9580,80704,urban,Punjab,4,25378.61635,,
14510400304,BSB,843,21918,4079,48948,1230,14760,2420,2420,88046,urban,Punjab,6,27687.42138,,
14510400305,BSB,808,21008,5742,68904,750,9000,13860,13860,112772,urban,Punjab,6,35462.89308,,
14510400306,BSB,1583,41158,5729,68748,1190,14280,21880,21880,146066,urban,Punjab,8,45932.7044,,
14510400307,BSB,834,21684,4791,57492,950,11400,10400,10400,100976,urban,Punjab,7,31753.45912,,
14510400308,BSB,754,19604,3237,38844,800,9600,3800,3800,71848,urban,Punjab,4,22593.71069,,
14510400309,BSB,1629,42354,5034,60408,1300,15600,6940,6940,125302,urban,Punjab,7,39403.14465,,
14510400310,BSB,644,16744,2797,33564,900,10800,20970,20970,82078,urban,Punjab,6,25810.69182,,
14510400311,BSB,1034,26884,2148,25776,830,9960,2930,2930,65550,urban,Punjab,3,20613.20755,,
14510400312,BSB,1647,42822,3120,37440,1900,22800,18330,18330,121392,urban,Punjab,2,38173.58491,,
20120100101,BSB,920,23920,2775,33300,1800,21600,17600,17600,96420,rural,Sindh,8,30320.75472,,
20120100102,BSB,3405,88530,6570,78840,8900,106800,133220,133220,407390,rural,Sindh,11,128110.0629,,
20120100103,BSB,5031,130806,12720,152640,17000,204000,129820,129820,617266,rural,Sindh,10,194108.805,,
20120100104,BSB,1723,44798,4870,58440,4100,49200,54850,54850,207288,rural,Sindh,9,65184.90566,,
20120100105,BSB,4266,110916,9340,112080,6100,73200,54220,54220,350416,rural,Sindh,15,110193.7107,,
20120100106,BSB,1133,29458,1180,14160,700,8400,11800,11800,63818,rural,Sindh,2,20068.55346,,
20120100107,BSB,2191,56966,4180,50160,1450,17400,62100,62100,186626,rural,Sindh,10,58687.42138,,
20120100108,BSB,694,18044,1785,21420,800,9600,11430,11430,60494,rural,Sindh,2,19023.27044,,
20120100109,BSB,1514,39364,4230,50760,1320,15840,17400,17400,123364,rural,Sindh,5,38793.71069,,
20120100110,BSB,1825,47450,3025,36300,1200,14400,26150,26150,124300,rural,Sindh,10,39088.05031,,
20120100111,BSB,2070,53820,1750,21000,1850,22200,17700,17700,114720,rural,Sindh,4,36075.4717,,
20120100112,BSB,790,20540,2450,29400,500,6000,13050,13050,68990,rural,Sindh,4,21694.96855,,
20120100113,BSB,5137,133562,8700,104400,6240,74880,53500,53500,366342,rural,Sindh,9,115201.8868,,
20120100114,BSB,2356,61256,3935,47220,3300,39600,41100,41100,189176,rural,Sindh,10,59489.30818,,
20120100115,BSB,5108,132808,8780,105360,7000,84000,78350,78350,400518,rural,Sindh,11,125949.0566,,
20120100116,BSB,1125,29250,2070,24840,1000,12000,9800,9800,75890,rural,Sindh,5,23864.77987,,
20120100201,BSB,2680,69680,8670,104040,3700,44400,26870,26870,244990,rural,Sindh,8,77040.8805,,
20120100202,BSB,4116,107016,9785,117420,8950,107400,39700,39700,371536,rural,Sindh,15,116835.2201,,
20120100203,BSB,2183,56758,5805,69660,2840,34080,13300,13300,173798,rural,Sindh,9,54653.45912,,
20120100204,BSB,1540,40040,2212,26544,1150,13800,18200,18200,98584,rural,Sindh,10,31001.25786,,
20120100205,BSB,2275,59150,5386,64632,1400,16800,18300,18300,158882,rural,Sindh,8,49962.89308,,
20120100206,BSB,3337,86762,5910,70920,4150,49800,42100,42100,249582,rural,Sindh,10,78484.90566,,
20120100207,BSB,2034,52884,5390,64680,2400,28800,25750,25750,172114,rural,Sindh,10,54123.89937,,
20120100208,BSB,1875,48750,5430,65160,2900,34800,27150,27150,175860,rural,Sindh,6,55301.88679,,
20120100209,BSB,1148,29848,3335,40020,1600,19200,24150,24150,113218,rural,Sindh,6,35603.14465,,
20120100210,BSB,1535,39910,3080,36960,2200,26400,23700,23700,126970,rural,Sindh,3,39927.67296,,
20120100211,BSB,1539,40014,4260,51120,1400,16800,14150,14150,122084,rural,Sindh,8,38391.19497,,
20120100212,BSB,1046,27196,1735,20820,800,9600,11200,11200,68816,rural,Sindh,3,21640.25157,,
20120100213,BSB,1363,35438,1185,14220,1100,13200,12700,12700,75558,rural,Sindh,8,23760.37736,,
20120100214,BSB,2355,61230,4080,48960,3500,42000,53650,53650,205840,rural,Sindh,12,64729.55975,,
20120100215,BSB,1558,40508,4220,50640,1300,15600,19100,19100,125848,rural,Sindh,10,39574.84277,,
20120100216,BSB,1427,37102,4667,56004,840,10080,14980,14980,118166,rural,Sindh,8,37159.1195,,
20120200101,BSB,1398,36348,4600,55200,2210,26520,14510,14510,132578,rural,Sindh,6,41691.19497,,
20120200102,BSB,1013,26338,4740,56880,800,9600,27500,27500,120318,rural,Sindh,8,37835.84906,,
20120200103,BSB,1340,34840,2820,33840,1100,13200,21500,21500,103380,rural,Sindh,5,32509.43396,,
20120200104,BSB,1558,40508,2680,32160,4750,57000,32970,32970,162638,rural,Sindh,8,51144.02516,,
20120200105,BSB,1075,27950,3590,43080,2000,24000,12320,12320,107350,rural,Sindh,2,33757.86164,,
20120200106,BSB,1106,28756,3520,42240,900,10800,21500,21500,103296,rural,Sindh,5,32483.01887,,
20120200107,BSB,444,11544,1560,18720,400,4800,10550,10550,45614,rural,Sindh,4,14344.02516,,
20120200108,BSB,1038,26988,7775,93300,2700,32400,37920,37920,190608,rural,Sindh,11,59939.62264,,
20120200109,BSB,1337,34762,4087,49044,2550,30600,18490,18490,132896,rural,Sindh,3,41791.19497,,
20120200110,BSB,825,21450,2650,31800,700,8400,10050,10050,71700,rural,Sindh,3,22547.16981,,
20120200111,BSB,868,22568,1575,18900,1000,12000,10810,10810,64278,rural,Sindh,3,20213.20755,,
20120200112,BSB,1388,36088,5820,69840,800,9600,21150,21150,136678,rural,Sindh,10,42980.50314,,
20120200113,BSB,2529,65754,5355,64260,3200,38400,24170,24170,192584,rural,Sindh,6,60561.00629,,
20120200114,BSB,1948,50648,6625,79500,2260,27120,38020,38020,195288,rural,Sindh,9,61411.32075,,
20120200115,BSB,1325,34450,2780,33360,1200,14400,22700,22700,104910,rural,Sindh,5,32990.56604,,
20120200116,BSB,3727,96902,8865,106380,2260,27120,60620,60620,291022,rural,Sindh,10,91516.3522,,
20120200201,BSB,1858,48308,2910,34920,1700,20400,38600,38600,142228,rural,Sindh,7,44725.78616,,
20120200202,BSB,1023,26598,2170,26040,1400,16800,9250,9250,78688,rural,Sindh,4,24744.65409,,
20120200203,BSB,1777,46202,4900,58800,3150,37800,23750,23750,166552,rural,Sindh,10,52374.84277,,
20120200204,BSB,1433,37258,3015,36180,1600,19200,11750,11750,104388,rural,Sindh,9,32826.41509,,
20120200205,BSB,1403,36478,3320,39840,1500,18000,14900,14900,109218,rural,Sindh,9,34345.28302,,
20120200206,BSB,2028,52728,4690,56280,1850,22200,17270,17270,148478,rural,Sindh,8,46691.19497,,
20120200207,BSB,1423,36998,4155,49860,1800,21600,14720,14720,123178,rural,Sindh,7,38735.22013,,
20120200208,BSB,3035,78910,4185,50220,1850,22200,36580,36580,187910,rural,Sindh,9,59091.19497,,
20120200209,BSB,4051,105326,6350,76200,3130,37560,34370,34370,253456,rural,Sindh,15,79703.14465,,
20120200210,BSB,867,22542,4500,54000,550,6600,10630,10630,93772,rural,Sindh,10,29488.05031,,
20120200211,BSB,1029,26754,2425,29100,620,7440,9350,9350,72644,rural,Sindh,5,22844.02516,,
20120200212,BSB,2147,55822,7570,90840,2190,26280,18920,18920,191862,rural,Sindh,10,60333.96226,,
20120200213,BSB,1306,33956,2317,27804,1740,20880,14430,14430,97070,rural,Sindh,5,30525.15723,,
20120200214,BSB,1988,51688,3095,37140,800,9600,15770,15770,114198,rural,Sindh,7,35911.32075,,
20120200215,BSB,3240,84240,9470,113640,2700,32400,24750,24750,255030,rural,Sindh,15,80198.11321,,
20120200216,BSB,2550,66300,8125,97500,4350,52200,32980,32980,248980,rural,Sindh,12,78295.59748,,
20120300101,BSB,1375,35750,3280,39360,2500,30000,18500,18500,123610,rural,Sindh,5,38871.06918,,
20120300102,BSB,1956,50856,3680,44160,2600,31200,37350,37350,163566,rural,Sindh,4,51435.84906,,
20120300103,BSB,1778,46228,4760,57120,2500,30000,19300,19300,152648,rural,Sindh,10,48002.51572,,
20120300104,BSB,3844,99944,8010,96120,11000,132000,76900,76900,404964,rural,Sindh,11,127347.1698,,
20120300105,BSB,1600,41600,2420,29040,1700,20400,18150,18150,109190,rural,Sindh,8,34336.47799,,
20120300106,BSB,1341,34866,2825,33900,1100,13200,16300,16300,98266,rural,Sindh,9,30901.25786,,
20120300107,BSB,3203,83278,9660,115920,2350,28200,20970,20970,248368,rural,Sindh,7,78103.14465,,
20120300108,BSB,1126,29276,4310,51720,750,9000,13450,13450,103446,rural,Sindh,7,32530.18868,,
20120300109,BSB,1700,44200,2450,29400,1800,21600,16800,16800,112000,rural,Sindh,7,35220.12579,,
20120300110,BSB,1326,34476,3500,42000,3700,44400,31650,31650,152526,rural,Sindh,5,47964.15094,,
20120300111,BSB,1436,37336,5015,60180,700,8400,8780,8780,114696,rural,Sindh,5,36067.92453,,
20120300112,BSB,1060,27560,3504,42048,450,5400,10800,10800,85808,rural,Sindh,4,26983.6478,,
20120300113,BSB,2332,60632,8080,96960,3600,43200,44800,44800,245592,rural,Sindh,12,77230.18868,,
20120300114,BSB,1306,33956,2690,32280,1100,13200,17850,17850,97286,rural,Sindh,6,30593.08176,,
20120300115,BSB,3506,91156,9820,117840,3300,39600,17220,17220,265816,rural,Sindh,4,83589.93711,,
20120300116,BSB,1501,39026,2330,27960,1700,20400,19500,19500,106886,rural,Sindh,5,33611.94969,,
20120300201,BSB,8185,212810,11470,137640,9760,117120,110720,110720,578290,rural,Sindh,23,181852.2013,,
20120300202,BSB,1710,44460,3480,41760,1400,16800,15500,15500,118520,rural,Sindh,5,37270.44025,,
20120300203,BSB,1585,41210,6465,77580,1800,21600,37370,37370,177760,rural,Sindh,6,55899.37107,,
20120300204,BSB,2310,60060,6330,75960,2300,27600,26250,26250,189870,rural,Sindh,8,59707.54717,,
20120300205,BSB,930,24180,2450,29400,1250,15000,9720,9720,78300,rural,Sindh,7,24622.64151,,
20120300206,BSB,1688,43888,3505,42060,610,7320,9870,9870,103138,rural,Sindh,5,32433.33333,,
20120300207,BSB,1362,35412,3520,42240,650,7800,7800,7800,93252,rural,Sindh,3,29324.5283,,
20120300208,BSB,1920,49920,4020,48240,3350,40200,12500,12500,150860,rural,Sindh,4,47440.25157,,
20120300209,BSB,4047,105222,5740,68880,2800,33600,39800,39800,247502,rural,Sindh,12,77830.81761,,
20120300210,BSB,1200,31200,2580,30960,1400,16800,20550,20550,99510,rural,Sindh,6,31292.45283,,
20120300211,BSB,2350,61100,6800,81600,3100,37200,21500,21500,201400,rural,Sindh,7,63333.33333,,
20120300212,BSB,1065,27690,3075,36900,2500,30000,14550,14550,109140,rural,Sindh,6,34320.75472,,
20120300213,BSB,1475,38350,5210,62520,1450,17400,18530,18530,136800,rural,Sindh,9,43018.86792,,
20120300214,BSB,1000,26000,2870,34440,3300,39600,26720,26720,126760,rural,Sindh,5,39861.63522,,
20120300215,BSB,3122,81172,5960,71520,3950,47400,44050,44050,244142,rural,Sindh,21,76774.21384,,
20120300216,BSB,1580,41080,7000,84000,3000,36000,32050,32050,193130,rural,Sindh,11,60732.7044,,
20120400101,BSB,2671,69446,4975,59700,2000,24000,37050,37050,190196,rural,Sindh,3,59810.06289,,
20120400102,BSB,2298,59748,5910,70920,2700,32400,39170,39170,202238,rural,Sindh,8,63596.85535,,
20120400103,BSB,2573,66898,4785,57420,1700,20400,17700,17700,162418,rural,Sindh,5,51074.84277,,
20120400104,BSB,1056,27456,3025,36300,900,10800,14170,14170,88726,rural,Sindh,4,27901.25786,,
20120400105,BSB,2923,75998,5220,62640,3900,46800,37720,37720,223158,rural,Sindh,6,70175.4717,,
20120400106,BSB,2247,58422,5010,60120,2350,28200,23120,23120,169862,rural,Sindh,5,53415.72327,,
20120400107,BSB,2980,77480,5520,66240,5400,64800,31170,31170,239690,rural,Sindh,7,75374.21384,,
20120400108,BSB,2365,61490,9090,109080,3100,37200,20520,20520,228290,rural,Sindh,7,71789.30818,,
20120400109,BSB,4180,108680,8210,98520,2700,32400,36120,36120,275720,rural,Sindh,8,86704.40252,,
20120400110,BSB,2025,52650,4120,49440,3300,39600,29220,29220,170910,rural,Sindh,7,53745.28302,,
20120400111,BSB,10805,280930,14400,172800,7200,86400,72920,72920,613050,rural,Sindh,13,192783.0189,,
20120400112,BSB,3300,85800,4490,53880,3600,43200,46770,46770,229650,rural,Sindh,5,72216.98113,,
20120400113,BSB,2190,56940,6110,73320,1350,16200,63020,63020,209480,rural,Sindh,11,65874.21384,,
20120400114,BSB,1080,28080,2080,24960,1000,12000,11350,11350,76390,rural,Sindh,5,24022.01258,,
20120400115,BSB,1415,36790,4010,45120,1950,23400,5670,5670,113980,rural,Sindh,5,35842.7673,,
20120400116,BSB,1115,28990,3990,47880,2400,28800,8400,8400,114070,rural,Sindh,6,35871.06918,,
20120400201,BSB,2191,56966,4080,48960,2000,24000,33870,33870,163796,rural,Sindh,5,51508.1761,,
20120400202,BSB,2630,68380,5580,66960,1300,15600,21620,21620,172560,rural,Sindh,11,54264.15094,,
20120400203,BSB,3201,83226,3170,38040,6100,73200,37620,37620,232086,rural,Sindh,2,72983.01887,,
20120400204,BSB,2130,55380,3630,43560,2100,25200,58020,58020,182160,rural,Sindh,5,57283.01887,,
20120400205,BSB,457,11882,1952,23424,700,8400,9750,9750,53456,rural,Sindh,4,16810.06289,,
20120400206,BSB,986,25636,2280,27360,1200,14400,9400,9400,76796,rural,Sindh,6,24149.68553,,
20120400207,BSB,1235,32110,3370,40440,1400,16800,14950,14950,104300,rural,Sindh,5,32798.74214,,
20120400208,BSB,984,25584,3985,47820,400,4800,12380,12380,90584,rural,Sindh,2,28485.53459,,
20120400209,BSB,842,21892,1430,17160,1270,15240,8750,8750,63042,rural,Sindh,5,19824.5283,,
20120400210,BSB,1702,44252,6250,75000,2800,33600,23700,23700,176552,rural,Sindh,5,55519.49686,,
20120400211,BSB,1411,36686,2860,34320,1000,12000,14650,14650,97656,rural,Sindh,5,30709.43396,,
20120400212,BSB,815,21190,3445,41340,350,4200,14020,14020,80750,rural,Sindh,3,25393.08176,,
20120400213,BSB,2832,73632,6130,73560,2760,33120,45050,45050,225362,rural,Sindh,11,70868.55346,,
20120400214,BSB,941,24466,2660,31920,750,9000,34100,34100,99486,rural,Sindh,5,31284.90566,,
20120400215,BSB,2695,70070,7500,90000,2700,32400,40500,40500,232970,rural,Sindh,11,73261.00629,,
20120400216,BSB,2192,56992,5470,65640,3600,43200,54650,54650,220482,rural,Sindh,9,69333.96226,,
20211100101,BSB,1350,35100,6780,81360,1800,21600,23400,23400,161460,urban,Sindh,6,50773.58491,,
20211100102,BSB,3294,85644,6150,73800,2100,25200,57210,57210,241854,urban,Sindh,7,76054.71698,,
20211100103,BSB,1215,31590,5090,61080,400,4800,14300,14300,111770,urban,Sindh,8,35147.79874,,
20211100104,BSB,1790,46540,7232,86784,1800,21600,53550,53550,208474,urban,Sindh,8,65557.86164,,
20211100105,BSB,1385,36010,6250,75000,550,6600,32550,32550,150160,urban,Sindh,4,47220.12579,,
20211100106,BSB,1790,46540,6800,81600,2950,35400,18900,18900,182440,urban,Sindh,8,57371.06918,,
20211100107,BSB,3409,88634,3505,42060,700,8400,50320,50320,189414,urban,Sindh,5,59564.15094,,
20211100108,BSB,2022,52572,7470,89640,800,9600,61230,61230,213042,urban,Sindh,11,66994.33962,,
20211100109,BSB,3477,90402,8360,100320,1700,20400,27200,27200,238322,urban,Sindh,18,74944.02516,,
20211100110,BSB,835,21710,2065,24780,750,9000,23100,23100,78590,urban,Sindh,3,24713.83648,,
20211100111,BSB,946,24596,5975,71700,500,6000,12545,12545,114841,urban,Sindh,8,36113.52201,,
20211100112,BSB,2758,71708,9441,113292,2700,32400,42850,42850,260250,urban,Sindh,12,81839.62264,,
20211200101,BSB,1864,48464,2035,24420,900,10800,9670,9670,93354,urban,Sindh,7,29356.60377,,
20211200102,BSB,5250,136500,8030,96360,3360,40320,50830,50830,324010,urban,Sindh,11,101889.9371,,
20211200103,BSB,1037,26962,4715,56580,850,10200,20490,20490,114232,urban,Sindh,4,35922.01258,,
20211200104,BSB,4154,108004,11170,134040,3850,46200,72820,72820,361064,urban,Sindh,7,113542.1384,,
20211200105,BSB,1871,48646,3995,47940,850,10200,9890,9890,116676,urban,Sindh,4,36690.56604,,
20211200106,BSB,3153,81978,3567,42804,2550,30600,72370,72370,227752,urban,Sindh,6,71620.12579,,
20211200107,BSB,2997,77922,3553,42636,3700,44400,25070,25070,190028,urban,Sindh,8,59757.2327,,
20211200108,BSB,2128,55328,5580,66960,1500,18000,16820,16820,157108,urban,Sindh,8,49405.03145,,
20211200109,BSB,3028,78728,7385,88620,1500,18000,23790,23790,209138,urban,Sindh,7,65766.66667,,
20211200110,BSB,1237,32162,2463,29556,750,9000,9480,9480,80198,urban,Sindh,2,25219.49686,,
20211200111,BSB,3137,81562,6560,78720,2600,31200,23550,23550,215032,urban,Sindh,9,67620.12579,,
20211200112,BSB,2135,55510,5725,68700,1600,19200,49300,49300,192710,urban,Sindh,10,60600.62893,,
20211300101,BSB,2175,56550,3835,46020,650,7800,10010,10010,120380,urban,Sindh,9,37855.34591,,
20211300102,BSB,4012,104312,9450,113400,1850,22200,47320,47320,287232,urban,Sindh,16,90324.5283,,
20211300103,BSB,1530,39780,3325,39900,700,8400,8650,8650,96730,urban,Sindh,8,30418.23899,,
20211300104,BSB,3740,97240,8610,103320,3000,36000,74120,74120,310680,urban,Sindh,13,97698.11321,,
20211300105,BSB,2290,59540,6140,73680,2200,26400,25220,25220,184840,urban,Sindh,6,58125.78616,,
20211300106,BSB,2576,66976,7830,93960,2800,33600,23470,23470,218006,urban,Sindh,11,68555.34591,,
20211300107,BSB,1952,50752,4850,58200,1020,12240,9700,9700,130892,urban,Sindh,3,41161.00629,,
20211300108,BSB,3720,96720,7970,95640,4150,49800,57170,57170,299330,urban,Sindh,6,94128.93082,,
20211300109,BSB,4825,125450,12880,154560,3950,47400,113470,113470,440880,urban,Sindh,13,138641.5094,,
20211300110,BSB,1450,37700,5670,68040,1800,21600,12970,12970,140310,urban,Sindh,9,44122.64151,,
20211300111,BSB,1981,51506,6820,81840,1900,22800,26020,26020,182166,urban,Sindh,8,57284.90566,,
20211300112,BSB,2380,61880,5305,63660,1300,15600,113740,113740,254880,urban,Sindh,15,80150.9434,,
20211400101,BSB,4211,109486,16129,193548,5280,63360,84340,84340,450734,urban,Sindh,22,141740.2516,,
20211400102,BSB,1039,27014,3625,43500,900,10800,15830,15830,97144,urban,Sindh,6,30548.42767,,
20211400103,BSB,1149,29874,4100,49200,2200,26400,12400,12400,117874,urban,Sindh,9,37067.2956,,
20211400104,BSB,1153,29978,1720,20640,1150,13800,3650,3650,68068,urban,Sindh,3,21405.03145,,
20211400105,BSB,1087,28262,3010,36120,700,8400,11040,11040,83822,urban,Sindh,6,26359.1195,,
20211400106,BSB,953,24778,2465,29580,700,8400,10700,10700,73458,urban,Sindh,5,23100,,
20211400107,BSB,1310,34060,4135,49620,2900,34800,19700,19700,138180,urban,Sindh,7,43452.83019,,
20211400108,BSB,1275,33150,3035,36420,400,4800,9200,9200,83570,urban,Sindh,5,26279.87421,,
20211400109,BSB,1567,40742,4695,56340,650,7800,16650,16650,121532,urban,Sindh,7,38217.61006,,
20211400110,BSB,1340,34840,3530,42360,1500,18000,15450,15450,110650,urban,Sindh,5,34795.59748,,
20211400111,BSB,2932,76232,12270,147240,4080,48960,49720,49720,322152,urban,Sindh,14,101305.6604,,
20211400112,BSB,1324,34424,3800,45600,1250,15000,11090,11090,106114,urban,Sindh,5,33369.18239,,
20212100101,BSB,2139,55614,6899,82788,1650,19800,17300,17300,175502,urban,Sindh,7,55189.30818,,
20212100102,BSB,2333,60658,5875,70500,1650,19800,26800,26800,177758,urban,Sindh,9,55898.74214,,
20212100103,BSB,3260,84760,12590,151080,3020,36240,39920,39920,312000,urban,Sindh,12,98113.20755,,
20212100104,BSB,2034,52884,5450,65400,1550,18600,17370,17370,154254,urban,Sindh,8,48507.54717,,
