hhcode,sec,fortnightly,food,s12bq03,s12bq04,s12bq05,s12bq06,s12bq07,s12bq08,Totalincome,Region,Province,hhsize,Real_income,,
10020400204,BSB,1240,32240,2638,31656,650,7800,34160,34160,105856,rural,Punjab,7,33288.05031,,
10020400205,BSB,2918,75868,9257,111084,3600,43200,36190,36190,266342,rural,Punjab,10,83755.34591,,
10020400206,BSB,3510,91260,11660,139920,5800,69600,34110,34110,334890,rural,Punjab,11,105311.3208,,
10020400207,BSB,1338,34788,4036,48432,700,8400,17950,17950,109570,rural,Punjab,7,34455.97484,,
10020400208,BSB,1911,49686,6526,78312,450,5400,14300,14300,147698,rural,Punjab,7,46445.91195,,
10020400209,BSB,2406,62556,9820,117840,3100,37200,32790,32790,250386,rural,Punjab,5,78737.73585,,
10020400210,BSB,2053,53378,5065,60780,1000,12000,13700,13700,139858,rural,Punjab,6,43980.50314,,
10020400211,BSB,2376,61776,7080,84960,2500,30000,58890,58890,235626,rural,Punjab,5,74096.22642,,
10020400212,BSB,2661,69186,5148,61776,1150,13800,51740,51740,196502,rural,Punjab,4,61793.08176,,
10020400213,BSB,1597,41522,6872,82464,1300,15600,10450,10450,150036,rural,Punjab,6,47181.13208,,
10020400214,BSB,1696,44096,7305,87660,7500,90000,47650,47650,269406,rural,Punjab,6,84718.86792,,
10020400215,BSB,1211,31486,2800,33600,450,5400,24720,24720,95206,rural,Punjab,4,29938.99371,,
10020400216,BSB,1457,37882,9704,116448,350,4200,47220,47220,205750,rural,Punjab,16,64701.25786,,
10120100101,BSB,1077,28002,4435,53220,860,10320,23200,23200,114742,rural,Punjab,8,36082.38994,,
10120100102,BSB,958,24908,1805,21660,525,6300,17350,17350,70218,rural,Punjab,2,22081.13208,,
10120100103,BSB,2024,52624,3610,43320,1200,14400,17600,17600,127944,rural,Punjab,4,40233.96226,,
10120100104,BSB,1899,49374,3018,36216,1900,22800,51000,51000,159390,rural,Punjab,6,50122.64151,,
10120100105,BSB,1415,36790,6510,78120,2500,30000,21400,21400,166310,rural,Punjab,9,52298.74214,,
10120100106,BSB,1960,50960,6011,72132,2300,27600,18610,18610,169302,rural,Punjab,5,53239.62264,,
10120100107,BSB,1366,35516,2420,29040,400,4800,12485,12485,81841,rural,Punjab,4,25736.16352,,
10120100108,BSB,1028,26728,4295,51540,1850,22200,43350,43350,143818,rural,Punjab,5,45225.78616,,
10120100109,BSB,1200,31200,5970,71640,1200,14400,29500,29500,146740,rural,Punjab,5,46144.65409,,
10120100110,BSB,978,25428,6020,72240,1300,15600,6800,6800,120068,rural,Punjab,9,37757.2327,,
10120100111,BSB,729,18954,3235,38820,1200,14400,15160,15160,87334,rural,Punjab,4,27463.52201,,
10120100112,BSB,1158,30108,1380,16560,775,9300,33720,33720,89688,rural,Punjab,5,28203.77358,,
10120100113,BSB,1611,41886,3250,39000,900,10800,18250,18250,109936,rural,Punjab,8,34571.06918,,
10120100114,BSB,1495,38870,2230,26760,700,8400,8850,8850,82880,rural,Punjab,5,26062.89308,,
10120100115,BSB,1220,31720,2110,25320,850,10200,17000,17000,84240,rural,Punjab,6,26490.56604,,
10120100116,BSB,1200,31200,2185,26220,1500,18000,18750,18750,94170,rural,Punjab,7,29613.20755,,
10120100201,BSB,2825,73450,5950,71400,6190,74280,33200,33200,252330,rural,Punjab,6,79349.0566,,
10120100202,BSB,3691,95966,8850,106200,5200,62400,17300,17300,281866,rural,Punjab,7,88637.10692,,
10120100203,BSB,3698,96148,7955,95460,2800,33600,37600,37600,262808,rural,Punjab,4,82644.02516,,
10120100204,BSB,1878,48828,3640,43680,2100,25200,18072,18072,135780,rural,Punjab,4,42698.11321,,
10120100205,BSB,2488,64688,2901,34812,500,6000,11800,11800,117300,rural,Punjab,6,36886.79245,,
10120100206,BSB,2898,75348,6368,76416,1050,12600,10950,10950,175314,rural,Punjab,8,55130.18868,,
10120100207,BSB,1920,49920,6320,75840,800,9600,10500,10500,145860,rural,Punjab,6,45867.92453,,
10120100208,BSB,1717,44642,4190,50280,1200,14400,12850,12850,122172,rural,Punjab,4,38418.86792,,
10120100209,BSB,831,21606,1645,19740,525,6300,4250,4250,51896,rural,Punjab,2,16319.49686,,
10120100210,BSB,5804,150904,7485,89820,6125,73500,287830,287830,602054,rural,Punjab,10,189325.1572,,
10120100211,BSB,1061,27586,3450,41400,855,10260,11050,11050,90296,rural,Punjab,5,28394.96855,,
10120100212,BSB,1660,43160,4500,54000,1100,13200,8900,8900,119260,rural,Punjab,6,37503.14465,,
10120100213,BSB,2575,66950,6841,82092,5860,70320,22700,22700,242062,rural,Punjab,13,76120.12579,,
10120100214,BSB,1020,26520,1920,23040,0,0,4000,4000,53560,rural,Punjab,7,16842.7673,,
10120100215,BSB,2198,57148,4549,54588,940,11280,15165,15165,138181,rural,Punjab,8,43453.14465,,
10120100216,BSB,2592,67392,4624,55488,2400,28800,41450,41450,193130,rural,Punjab,7,60732.7044,,
10120200101,BSB,2132,55432,4673,56076,1100,13200,32745,32745,157453,rural,Punjab,5,49513.52201,,
10120200103,BSB,1720,44720,4728,56736,1840,22080,24700,24700,148236,rural,Punjab,11,46615.09434,,
10120200104,BSB,328,8528,1087,13044,825,9900,21200,21200,52672,rural,Punjab,2,16563.52201,,
10120200105,BSB,748,19448,3286,39432,1535,18420,16070,16070,93370,rural,Punjab,4,29361.63522,,
10120200106,BSB,2016,52416,5521,66252,2890,34680,30960,30960,184308,rural,Punjab,10,57958.49057,,
10120200107,BSB,1511,39286,3074,36888,2070,24840,41730,41730,142744,rural,Punjab,6,44888.05031,,
10120200108,BSB,2675,69550,3070,36840,2380,28560,22100,22100,157050,rural,Punjab,4,49386.79245,,
10120200109,BSB,665,17290,1876,22512,700,8400,7675,7675,55877,rural,Punjab,4,17571.38365,,
10120200110,BSB,1888,49088,6868,82416,2900,34800,77300,77300,243604,rural,Punjab,12,76605.03145,,
10120200111,BSB,1108,28808,4974,59688,950,11400,32350,32350,132246,rural,Punjab,8,41586.79245,,
10120200112,BSB,1132,29432,2230,26760,1060,12720,20895,20895,89807,rural,Punjab,3,28241.19497,,
10120200113,BSB,1644,42744,3408,40896,300,3600,16025,16025,103265,rural,Punjab,2,32473.27044,,
10120200114,BSB,949,24674,5918,71016,900,10800,17760,17760,124250,rural,Punjab,7,39072.32704,,
10120200115,BSB,2659,69134,6272,75264,3150,37800,35560,35560,217758,rural,Punjab,9,68477.35849,,
10120200116,BSB,1303,33878,4227,50724,1075,12900,18270,18270,115772,rural,Punjab,6,36406.28931,,
10120200201,BSB,3518,91468,5644,67728,2600,31200,31275,31275,221671,rural,Punjab,6,69707.86164,,
10120200202,BSB,1134,29484,4518,54216,2850,34200,35485,35485,153385,rural,Punjab,3,48234.27673,,
10120200203,BSB,4114,106964,7039,84468,1900,22800,53700,53700,267932,rural,Punjab,12,84255.34591,,
10120200204,BSB,1705,44330,4049,48588,2000,24000,31400,31400,148318,rural,Punjab,7,46640.8805,,
10120200205,BSB,1148,29848,3086,37032,850,10200,12590,12590,89670,rural,Punjab,5,28198.11321,,
10120200206,BSB,1338,34788,4056,48672,2250,27000,28520,28520,138980,rural,Punjab,6,43704.40252,,
10120200207,BSB,1406,36556,1924,23088,1120,13440,9650,9650,82734,rural,Punjab,2,26016.98113,,
10120200208,BSB,876,22776,2815,33780,400,4800,3250,3250,64606,rural,Punjab,3,20316.3522,,
10120200209,BSB,615,15990,723,8676,200,2400,5160,5160,32226,rural,Punjab,1,10133.96226,,
10120200210,BSB,1885,49010,3239,38868,1850,22200,24700,24700,134778,rural,Punjab,6,42383.01887,,
10120200211,BSB,1235,32110,6747,80964,1925,23100,13355,13355,149529,rural,Punjab,4,47021.69811,,
10120200212,BSB,2322,60372,5868,70416,3520,42240,72300,72300,245328,rural,Punjab,4,77147.16981,,
10120200213,BSB,1327,34502,3526,42312,1800,21600,18100,18100,116514,rural,Punjab,6,36639.62264,,
10120200214,BSB,1800,46800,7182,86184,2000,24000,27300,27300,184284,rural,Punjab,10,57950.9434,,
10120200215,BSB,1367,35542,4215,50580,1300,15600,14750,14750,116472,rural,Punjab,6,36626.41509,,
10120200216,BSB,743,19318,2058,24696,300,3600,6000,6000,53614,rural,Punjab,2,16859.74843,,
10120300101,BSB,1326,34476,5679,68148,2600,31200,18550,18550,152374,rural,Punjab,7,47916.3522,,
10120300102,BSB,930,24180,3331,39972,600,7200,12935,12935,84287,rural,Punjab,8,26505.34591,,
10120300103,BSB,464,12064,1620,19440,400,4800,7620,7620,43924,rural,Punjab,1,13812.57862,,
10120300104,BSB,1233,32058,2349,28188,520,6240,10890,10890,77376,rural,Punjab,2,24332.07547,,
10120300105,BSB,1261,32786,3348,40176,305,3660,10520,10520,87142,rural,Punjab,6,27403.14465,,
10120300106,BSB,645,16770,2451,29412,530,6360,9900,9900,62442,rural,Punjab,5,19635.84906,,
10120300107,BSB,353,9178,1791,21492,150,1800,6930,6930,39400,rural,Punjab,3,12389.93711,,
10120300108,BSB,1486,38636,4876,58512,1050,12600,12220,12220,121968,rural,Punjab,6,38354.71698,,
10120300109,BSB,1006,26156,3024,36288,710,8520,18450,18450,89414,rural,Punjab,4,28117.61006,,
10120300110,BSB,923,23998,3854,46248,610,7320,15330,15330,92896,rural,Punjab,3,29212.57862,,
10120300111,BSB,463,12038,1663,19956,200,2400,4550,4550,38944,rural,Punjab,2,12246.54088,,
10120300112,BSB,2319,60294,3988,47856,1510,18120,17520,17520,143790,rural,Punjab,7,45216.98113,,
10120300113,BSB,962,25012,2900,34800,280,3360,7625,7625,70797,rural,Punjab,4,22263.20755,,
10120300114,BSB,1541,40066,3583,42996,2210,26520,14820,14820,124402,rural,Punjab,5,39120.12579,,
10120300115,BSB,496,12896,1488,17856,750,9000,5500,5500,45252,rural,Punjab,2,14230.18868,,
10120300116,BSB,601,15626,1940,23280,360,4320,7760,7760,50986,rural,Punjab,2,16033.33333,,
10120300201,BSB,1315,34190,2543,30516,1230,14760,17300,17300,96766,rural,Punjab,4,30429.55975,,
10120300202,BSB,1073,27898,2656,31872,4200,50400,15480,15480,125650,rural,Punjab,4,39512.57862,,
10120300203,BSB,1502,39052,4000,48000,1900,22800,20450,20450,130302,rural,Punjab,4,40975.4717,,
10120300204,BSB,1192,30992,3005,36060,3690,44280,41250,41250,152582,rural,Punjab,5,47981.76101,,
10120300205,BSB,1667,43342,4270,51240,5050,60600,32605,32605,187787,rural,Punjab,6,59052.51572,,
10120300206,BSB,2235,58110,6398,76776,2900,34800,40705,40705,210391,rural,Punjab,8,66160.69182,,
10120300207,BSB,1146,29796,3536,42432,650,7800,19680,19680,99708,rural,Punjab,3,31354.71698,,
10120300208,BSB,2596,67496,5450,65400,350,4200,14680,14680,151776,rural,Punjab,8,47728.30189,,
10120300209,BSB,740,19240,4000,48000,350,4200,33805,33805,105245,rural,Punjab,3,33095.91195,,
10120300210,BSB,1505,39130,3073,36876,1340,16080,15430,15430,107516,rural,Punjab,4,33810.06289,,
10120300211,BSB,1598,41548,4426,53112,1190,14280,28060,28060,137000,rural,Punjab,7,43081.76101,,
10120300212,BSB,1505,39130,3635,43620,650,7800,20210,20210,110760,rural,Punjab,7,34830.18868,,
10120300213,BSB,1435,37310,3100,37200,950,11400,19400,19400,105310,rural,Punjab,7,33116.3522,,
10120300214,BSB,1565,40690,3633,43596,1210,14520,16620,16620,115426,rural,Punjab,6,36297.48428,,
10120300215,BSB,578,15028,3284,39408,750,9000,11780,11780,75216,rural,Punjab,4,23652.83019,,
10120300216,BSB,1779,46254,4250,51000,1850,22200,17090,17090,136544,rural,Punjab,4,42938.36478,,
10120400101,BSB,835,21710,6000,72000,750,9000,18185,18185,120895,rural,Punjab,7,38017.2956,,
10120400102,BSB,961,24986,2318,27816,3520,42240,12225,12225,107267,rural,Punjab,3,33731.76101,,
10120400103,BSB,1385,36010,2840,34080,2900,34800,31850,31850,136740,rural,Punjab,2,43000,,
10120400104,BSB,2276,59176,5535,66420,750,9000,34030,34030,168626,rural,Punjab,6,53027.04403,,
10120400105,BSB,1646,42796,4381,52572,1350,16200,20950,20950,132518,rural,Punjab,4,41672.32704,,
10120400106,BSB,3646,94796,5355,64260,2016,24192,155880,155880,339128,rural,Punjab,6,106644.0252,,
10120400107,BSB,1572,40872,3942,47304,1680,20160,34570,34570,142906,rural,Punjab,3,44938.99371,,
10120400108,BSB,440,11440,2520,30240,450,5400,6050,6050,53130,rural,Punjab,2,16707.54717,,
10120400109,BSB,1469,38194,2742,32904,200,2400,10680,10680,84178,rural,Punjab,4,26471.06918,,
10120400110,BSB,1535,39910,6531,78372,500,6000,27530,27530,151812,rural,Punjab,11,47739.62264,,
10120400111,BSB,1217,31642,3704,44448,600,7200,15350,15350,98640,rural,Punjab,5,31018.86792,,
10120400112,BSB,1173,30498,2670,32040,1400,16800,35200,35200,114538,rural,Punjab,9,36018.23899,,
10120400113,BSB,1175,30550,3623,43476,930,11160,25000,25000,110186,rural,Punjab,7,34649.68553,,
10120400114,BSB,818,21268,3423,41076,600,7200,27550,27550,97094,rural,Punjab,5,30532.7044,,
10120400115,BSB,1086,28236,3599,43188,1100,13200,19900,19900,104524,rural,Punjab,9,32869.18239,,
10120400116,BSB,2134,55484,6470,77640,1770,21240,52380,52380,206744,rural,Punjab,11,65013.83648,,
10120400201,BSB,1313,34138,3016,36192,670,8040,24160,24160,102530,rural,Punjab,4,32242.13836,,
10120400203,BSB,991,25766,2675,32100,1100,13200,25120,25120,96186,rural,Punjab,6,30247.16981,,
10120400204,BSB,612,15912,2048,24576,450,5400,11920,11920,57808,rural,Punjab,3,18178.61635,,
10120400205,BSB,868,22568,9216,110592,1250,15000,21235,21235,169395,rural,Punjab,8,53268.86792,,
10120400206,BSB,632,16432,1560,18720,300,3600,10775,10775,49527,rural,Punjab,1,15574.5283,,
10120400207,BSB,1759,45734,5540,66480,2400,28800,35330,35330,176344,rural,Punjab,6,55454.08805,,
10120400208,BSB,1700,44200,3829,45948,2240,26880,20660,20660,137688,rural,Punjab,7,43298.11321,,
10120400209,BSB,1170,30420,2642,31704,250,3000,23700,23700,88824,rural,Punjab,3,27932.07547,,
10120400210,BSB,919,23894,2864,34368,600,7200,15900,15900,81362,rural,Punjab,3,25585.53459,,
10120400211,BSB,729,18954,1545,18540,320,3840,3450,3450,44784,rural,Punjab,2,14083.01887,,
10120400212,BSB,1902,49452,3959,47508,650,7800,36480,36480,141240,rural,Punjab,4,44415.09434,,
10120400213,BSB,1980,51480,4968,59616,2340,28080,23600,23600,162776,rural,Punjab,3,51187.42138,,
10120400214,BSB,1846,47996,6535,78420,5230,62760,53950,53950,243126,rural,Punjab,5,76454.71698,,
10120400215,BSB,1354,35204,7287,87444,1400,16800,31900,31900,171348,rural,Punjab,12,53883.01887,,
10120400216,BSB,944,24544,3788,45456,950,11400,29830,29830,111230,rural,Punjab,5,34977.98742,,
10211100101,BSB,1625,42250,4666,55992,2400,28800,91400,91400,218442,urban,Punjab,10,68692.45283,,
10211100102,BSB,3206,83356,7434,89208,2387,28644,100250,100250,301458,urban,Punjab,7,94798.11321,,
10211100103,BSB,5365,139490,7750,93000,2700,32400,80250,80250,345140,urban,Punjab,9,108534.5912,,
10211100104,BSB,2009,52234,8530,102360,1850,22200,49120,49120,225914,urban,Punjab,9,71042.13836,,
10211100105,BSB,2431,63206,6525,78300,1800,21600,94750,94750,257856,urban,Punjab,9,81086.79245,,
10211100106,BSB,1636,42536,3715,44580,2275,27300,24980,24980,139396,urban,Punjab,2,43835.22013,,
10211100107,BSB,2280,59280,4570,54840,2100,25200,38050,38050,177370,urban,Punjab,3,55776.72956,,
10211100108,BSB,2547,66222,5594,67128,3200,38400,97750,97750,269500,urban,Punjab,5,84748.42767,,
10211100109,BSB,1702,44252,3775,45300,3350,40200,27270,27270,157022,urban,Punjab,4,49377.98742,,
10211100110,BSB,3122,81172,5535,66420,2850,34200,175850,175850,357642,urban,Punjab,5,112466.0377,,
10211100111,BSB,3046,79196,5475,65700,1000,12000,60850,60850,217746,urban,Punjab,6,68473.58491,,
10211100112,BSB,2630,68380,8348,100176,1700,20400,42060,42060,231016,urban,Punjab,6,72646.54088,,
10211200101,BSB,2001,52026,3855,46260,1110,13320,63150,63150,174756,urban,Punjab,4,54954.71698,,
10211200102,BSB,4416,114816,5030,60360,7000,84000,75820,75820,334996,urban,Punjab,6,105344.6541,,
10211200103,BSB,2494,64844,5923,71076,2800,33600,38050,38050,207570,urban,Punjab,2,65273.58491,,
10211200104,BSB,1386,36036,6240,74880,4717,56604,47680,47680,215200,urban,Punjab,6,67672.95597,,
10211200105,BSB,2120,55120,5338,64056,3040,36480,40900,40900,196556,urban,Punjab,7,61810.06289,,
10211200106,BSB,8011,208286,12790,153480,5735,68820,79910,79910,510496,urban,Punjab,15,160533.3333,,
10211200107,BSB,3022,78572,3592,43104,1640,19680,32100,32100,173456,urban,Punjab,3,54545.91195,,
10211200108,BSB,2541,66066,5018,60216,1750,21000,37080,37080,184362,urban,Punjab,8,57975.4717,,
10211200109,BSB,1563,40638,3005,36060,1950,23400,10960,10960,111058,urban,Punjab,6,34923.89937,,
10211200110,BSB,2099,54574,6250,75000,2700,32400,31050,31050,193024,urban,Punjab,7,60699.37107,,
10211200111,BSB,5129,133354,6357,76284,1970,23640,105310,105310,338588,urban,Punjab,5,106474.2138,,
10211300101,BSB,1745,45370,9315,111780,1100,13200,147315,147315,317665,urban,Punjab,5,99894.65409,,
10211300102,BSB,5224,135824,5765,69180,1000,12000,32850,32850,249854,urban,Punjab,7,78570.44025,,
10211300103,BSB,1354,35204,3503,42036,500,6000,61520,61520,144760,urban,Punjab,5,45522.01258,,
10211300104,BSB,1554,40404,3309,39708,2000,24000,81240,81240,185352,urban,Punjab,4,58286.79245,,
10211300105,BSB,420,10920,910,10920,500,6000,800,800,28640,urban,Punjab,1,9006.289308,,
10211300106,BSB,2222,57772,5371,64452,2483,29796,105015,105015,257035,urban,Punjab,5,80828.61635,,
10211300107,BSB,2486,64636,4820,57840,6520,78240,51000,51000,251716,urban,Punjab,5,79155.97484,,
10211300108,BSB,2412,62712,5535,66420,2300,27600,99730,99730,256462,urban,Punjab,4,80648.42767,,
10211300109,BSB,5941,154466,7080,84960,7500,90000,63600,63600,393026,urban,Punjab,10,123593.0818,,
10211300110,BSB,2545,66170,4795,57540,1870,22440,87000,87000,233150,urban,Punjab,5,73317.61006,,
10211300111,BSB,5010,130260,8219,98628,4150,49800,77950,77950,356638,urban,Punjab,4,112150.3145,,
10211300112,BSB,5180,134680,6590,79080,4300,51600,160400,160400,425760,urban,Punjab,6,133886.7925,,
10211400101,BSB,2053,53378,3825,45900,1450,17400,24700,24700,141378,urban,Punjab,5,44458.49057,,
10211400102,BSB,1569,40794,3302,39624,400,4800,45400,45400,130618,urban,Punjab,2,41074.84277,,
10211400103,BSB,1920,49920,2941,35292,1855,22260,42500,42500,149972,urban,Punjab,5,47161.00629,,
10211400104,BSB,1472,38272,2727,32724,1300,15600,62420,62420,149016,urban,Punjab,2,46860.37736,,
10211400105,BSB,2133,55458,3853,46236,1780,21360,69070,69070,192124,urban,Punjab,5,60416.3522,,
10211400107,BSB,3406,88556,4918,59016,1700,20400,39900,39900,207872,urban,Punjab,5,65368.55346,,
10211400108,BSB,4135,107510,2735,32820,7150,85800,54760,54760,280890,urban,Punjab,8,88330.18868,,
10211400109,BSB,1506,39156,4361,52332,2310,27720,59400,59400,178608,urban,Punjab,5,56166.03774,,
10211400110,BSB,2725,70850,3144,37728,1420,17040,154800,154800,280418,urban,Punjab,3,88181.76101,,
10211400111,BSB,3722,96772,8877,106524,4500,54000,106170,106170,363466,urban,Punjab,8,114297.4843,,
10211400112,BSB,5065,131690,8055,96660,5800,69600,86050,86050,384000,urban,Punjab,7,120754.717,,
10212100101,BSB,3315,86190,5505,66060,2600,31200,97430,97430,280880,urban,Punjab,4,88327.04403,,
10212100102,BSB,3747,97422,10100,121200,3150,37800,64830,64830,321252,urban,Punjab,8,101022.6415,,
10212100103,BSB,3891,101166,5130,61560,3300,39600,74200,74200,276526,urban,Punjab,7,86957.86164,,
10212100104,BSB,2403,62478,6320,75840,610,7320,61550,61550,207188,urban,Punjab,12,65153.45912,,
10212100105,BSB,4040,105040,5975,71700,1350,16200,30100,30100,223040,urban,Punjab,7,70138.36478,,
10212100106,BSB,1678,43628,4645,55740,1000,12000,75550,75550,186918,urban,Punjab,7,58779.24528,,
10212100107,BSB,908,23608,2635,31620,1500,18000,15800,15800,89028,urban,Punjab,5,27996.22642,,
10212100108,BSB,4085,106210,7700,92400,2125,25500,17600,17600,241710,urban,Punjab,6,76009.43396,,
10212100109,BSB,2150,55900,5322,63864,1750,21000,22515,22515,163279,urban,Punjab,5,51345.59748,,
10212100110,BSB,3271,85046,7046,84552,2700,32400,26450,26450,228448,urban,Punjab,5,71838.99371,,
10212100111,BSB,2785,72410,5350,64200,1650,19800,23460,23460,179870,urban,Punjab,8,56562.89308,,
10212100112,BSB,2954,76804,4690,56280,850,10200,28620,28620,171904,urban,Punjab,4,54057.86164,,
10212100201,BSB,2361,61386,3118,37416,2625,31500,16800,16800,147102,urban,Punjab,3,46258.49057,,
10212100202,BSB,1400,36400,4375,52500,900,10800,113900,113900,213600,urban,Punjab,8,67169.81132,,
10212100203,BSB,2573,66898,5159,61908,1300,15600,84920,84920,229326,urban,Punjab,9,72115.09434,,
10212100204,BSB,10146,263796,11475,137700,8350,100200,231000,231000,732696,urban,Punjab,8,230407.5472,,
10212100205,BSB,4674,121524,8220,98640,8250,99000,248700,248700,567864,urban,Punjab,4,178573.5849,,
10212100206,BSB,3480,90480,2478,29736,5150,61800,86120,86120,268136,urban,Punjab,5,84319.49686,,
10212100207,BSB,2937,76362,3980,47760,1800,21600,137020,137020,282742,urban,Punjab,5,88912.57862,,
10212100208,BSB,2740,71240,5013,60156,4950,59400,65200,65200,255996,urban,Punjab,9,80501.88679,,
10212100209,BSB,4347,113022,5345,64140,6800,81600,47010,47010,305772,urban,Punjab,3,96154.71698,,
10212100210,BSB,5803,150878,6195,74340,3550,42600,97100,97100,364918,urban,Punjab,8,114754.0881,,
10212200101,BSB,1881,48906,2185,26220,730,8760,10500,10500,94386,urban,Punjab,4,29681.13208,,
10212200102,BSB,1800,46800,1792,21504,1800,21600,10935,10935,100839,urban,Punjab,2,31710.37736,,
10212200103,BSB,2185,56810,6545,78540,6050,72600,79388,79388,287338,urban,Punjab,4,90357.86164,,
10212200104,BSB,2943,76518,7305,87660,6500,78000,76038,76038,318216,urban,Punjab,6,100067.9245,,
10212200105,BSB,2592,67392,4365,52380,2600,31200,31408,31408,182380,urban,Punjab,7,57352.20126,,
10212200106,BSB,2455,63830,4547,54564,2200,26400,17300,17300,162094,urban,Punjab,6,50972.95597,,
10212200107,BSB,4104,106704,6297,75564,4250,51000,43500,43500,276768,urban,Punjab,8,87033.96226,,
10212200108,BSB,2480,64480,7314,87768,3100,37200,37400,37400,226848,urban,Punjab,5,71335.84906,,
